sla_event_id,exception_id,sla_type,sla_start_timestamp,sla_due_timestamp,sla_breached_flag,breach_minutes,escalation_required,sla_status
SLA_SYN_0000020,EXC_SYN_0000020,PAYMENT_EXCEPTION_RESOLUTION,2026-03-13T19:07:00,2026-03-14T03:07:00,TRUE,2693,FALSE,BREACHED
SLA_SYN_0000021,EXC_SYN_0000021,PAYMENT_EXCEPTION_RESOLUTION,2026-01-02T18:13:00,2026-01-03T02:13:00,TRUE,51,FALSE,BREACHED
SLA_SYN_0000022,EXC_SYN_0000022,PAYMENT_EXCEPTION_RESOLUTION,2026-02-20T20:30:00,2026-02-21T04:30:00,FALSE,0,FALSE,MET
SLA_SYN_0000023,EXC_SYN_0000023,PAYMENT_EXCEPTION_RESOLUTION,2026-03-05T21:20:00,2026-03-06T01:20:00,FALSE,0,FALSE,MET
SLA_SYN_0000024,EXC_SYN_0000024,PAYMENT_EXCEPTION_RESOLUTION,2025-11-28T13:57:00,2025-11-28T21:57:00,TRUE,154203,FALSE,BREACHED
SLA_SYN_0000025,EXC_SYN_0000025,PAYMENT_EXCEPTION_RESOLUTION,2026-01-27T14:00:00,2026-01-27T22:00:00,FALSE,0,FALSE,MET
SLA_SYN_0000026,EXC_SYN_0000026,PAYMENT_EXCEPTION_RESOLUTION,2026-03-09T20:05:00,2026-03-10T00:05:00,FALSE,0,FALSE,MET
SLA_SYN_0000027,EXC_SYN_0000027,PAYMENT_EXCEPTION_RESOLUTION,2026-03-01T20:01:00,2026-03-02T00:01:00,FALSE,0,FALSE,MET
SLA_SYN_0000028,EXC_SYN_0000028,PAYMENT_EXCEPTION_RESOLUTION,2025-12-31T11:20:00,2025-12-31T19:20:00,TRUE,106840,FALSE,BREACHED
SLA_SYN_0000029,EXC_SYN_0000029,PAYMENT_EXCEPTION_RESOLUTION,2026-01-19T17:08:00,2026-01-19T21:08:00,FALSE,0,FALSE,MET
SLA_SYN_0000030,EXC_SYN_0000030,PAYMENT_EXCEPTION_RESOLUTION,2026-03-11T12:36:00,2026-03-11T16:36:00,FALSE,0,FALSE,MET
SLA_SYN_0000031,EXC_SYN_0000031,PAYMENT_EXCEPTION_RESOLUTION,2026-01-01T14:53:00,2026-01-01T22:53:00,FALSE,0,FALSE,MET
SLA_SYN_0000032,EXC_SYN_0000032,PAYMENT_EXCEPTION_RESOLUTION,2025-11-29T15:23:00,2025-11-29T23:23:00,TRUE,152677,FALSE,BREACHED
SLA_SYN_0000033,EXC_SYN_0000033,PAYMENT_EXCEPTION_RESOLUTION,2026-02-28T19:17:00,2026-03-01T03:17:00,FALSE,0,FALSE,MET
SLA_SYN_0000034,EXC_SYN_0000034,PAYMENT_EXCEPTION_RESOLUTION,2026-01-20T17:06:00,2026-01-20T21:06:00,FALSE,0,FALSE,MET
SLA_SYN_0000035,EXC_SYN_0000035,PAYMENT_EXCEPTION_RESOLUTION,2026-01-14T10:10:00,2026-01-14T18:10:00,TRUE,65,FALSE,BREACHED
SLA_SYN_0000036,EXC_SYN_0000036,PAYMENT_EXCEPTION_RESOLUTION,2026-01-22T15:18:00,2026-01-22T23:18:00,TRUE,74922,FALSE,BREACHED
SLA_SYN_0000037,EXC_SYN_0000037,PAYMENT_EXCEPTION_RESOLUTION,2026-03-13T14:34:00,2026-03-13T18:34:00,FALSE,0,FALSE,MET
SLA_SYN_0000038,EXC_SYN_0000038,PAYMENT_EXCEPTION_RESOLUTION,2025-12-10T17:48:00,2025-12-10T21:48:00,FALSE,0,FALSE,MET
SLA_SYN_0000039,EXC_SYN_0000039,PAYMENT_EXCEPTION_RESOLUTION,2026-03-03T15:57:00,2026-03-03T23:57:00,FALSE,0,FALSE,MET
SLA_SYN_0000040,EXC_SYN_0000040,PAYMENT_EXCEPTION_RESOLUTION,2025-11-24T18:04:00,2025-11-24T22:04:00,TRUE,159956,TRUE,BREACHED
SLA_SYN_0000041,EXC_SYN_0000041,PAYMENT_EXCEPTION_RESOLUTION,2025-11-28T20:31:00,2025-11-29T04:31:00,FALSE,0,FALSE,MET
SLA_SYN_0000042,EXC_SYN_0000042,PAYMENT_EXCEPTION_RESOLUTION,2026-03-14T12:01:00,2026-03-14T16:01:00,TRUE,72,TRUE,BREACHED
SLA_SYN_0000043,EXC_SYN_0000043,PAYMENT_EXCEPTION_RESOLUTION,2025-12-03T16:12:00,2025-12-04T00:12:00,FALSE,0,FALSE,MET
SLA_SYN_0000044,EXC_SYN_0000044,PAYMENT_EXCEPTION_RESOLUTION,2025-12-10T19:46:00,2025-12-11T03:46:00,TRUE,136574,FALSE,BREACHED
SLA_SYN_0000045,EXC_SYN_0000045,PAYMENT_EXCEPTION_RESOLUTION,2026-03-15T13:07:00,2026-03-15T21:07:00,FALSE,0,FALSE,MET
SLA_SYN_0000046,EXC_SYN_0000046,PAYMENT_EXCEPTION_RESOLUTION,2026-01-09T17:11:00,2026-01-10T01:11:00,FALSE,0,FALSE,MET
SLA_SYN_0000047,EXC_SYN_0000047,PAYMENT_EXCEPTION_RESOLUTION,2026-01-12T20:32:00,2026-01-13T04:32:00,FALSE,0,FALSE,MET
SLA_SYN_0000048,EXC_SYN_0000048,PAYMENT_EXCEPTION_RESOLUTION,2026-02-09T17:07:00,2026-02-09T21:07:00,TRUE,49133,TRUE,BREACHED
SLA_SYN_0000049,EXC_SYN_0000049,PAYMENT_EXCEPTION_RESOLUTION,2025-11-23T13:22:00,2025-11-23T17:22:00,TRUE,79,TRUE,BREACHED
SLA_SYN_0000050,EXC_SYN_0000050,PAYMENT_EXCEPTION_RESOLUTION,2026-03-10T14:32:00,2026-03-10T22:32:00,FALSE,0,FALSE,MET
SLA_SYN_0000051,EXC_SYN_0000051,PAYMENT_EXCEPTION_RESOLUTION,2026-03-10T21:34:00,2026-03-11T01:34:00,FALSE,0,FALSE,MET
SLA_SYN_0000052,EXC_SYN_0000052,PAYMENT_EXCEPTION_RESOLUTION,2026-01-07T13:41:00,2026-01-07T21:41:00,TRUE,96619,FALSE,BREACHED
SLA_SYN_0000053,EXC_SYN_0000053,PAYMENT_EXCEPTION_RESOLUTION,2025-12-19T19:29:00,2025-12-20T03:29:00,FALSE,0,FALSE,MET
SLA_SYN_0000054,EXC_SYN_0000054,PAYMENT_EXCEPTION_RESOLUTION,2025-12-05T19:32:00,2025-12-06T03:32:00,FALSE,0,FALSE,MET
SLA_SYN_0000055,EXC_SYN_0000055,PAYMENT_EXCEPTION_RESOLUTION,2026-03-14T19:15:00,2026-03-15T03:15:00,FALSE,0,FALSE,MET
SLA_SYN_0000056,EXC_SYN_0000056,PAYMENT_EXCEPTION_RESOLUTION,2026-03-10T18:06:00,2026-03-10T22:06:00,TRUE,7314,TRUE,BREACHED
SLA_SYN_0000057,EXC_SYN_0000057,PAYMENT_EXCEPTION_RESOLUTION,2026-01-16T16:35:00,2026-01-17T00:35:00,FALSE,0,FALSE,MET
SLA_SYN_0000058,EXC_SYN_0000058,PAYMENT_EXCEPTION_RESOLUTION,2026-02-04T14:34:00,2026-02-04T22:34:00,FALSE,0,FALSE,MET
SLA_SYN_0000059,EXC_SYN_0000059,PAYMENT_EXCEPTION_RESOLUTION,2026-01-27T13:10:00,2026-01-27T17:10:00,FALSE,0,FALSE,MET
SLA_SYN_0000060,EXC_SYN_0000060,PAYMENT_EXCEPTION_RESOLUTION,2026-02-11T14:50:00,2026-02-11T18:50:00,TRUE,46390,TRUE,BREACHED
SLA_SYN_0000061,EXC_SYN_0000061,PAYMENT_EXCEPTION_RESOLUTION,2026-03-05T18:24:00,2026-03-06T02:24:00,FALSE,0,FALSE,MET
SLA_SYN_0000062,EXC_SYN_0000062,PAYMENT_EXCEPTION_RESOLUTION,2025-11-16T18:07:00,2025-11-16T22:07:00,FALSE,0,FALSE,MET
SLA_SYN_0000063,EXC_SYN_0000063,PAYMENT_EXCEPTION_RESOLUTION,2026-02-16T11:21:00,2026-02-16T19:21:00,TRUE,93,FALSE,BREACHED
SLA_SYN_0000064,EXC_SYN_0000064,PAYMENT_EXCEPTION_RESOLUTION,2026-02-27T17:36:00,2026-02-28T01:36:00,TRUE,22944,FALSE,BREACHED
SLA_SYN_0000065,EXC_SYN_0000065,PAYMENT_EXCEPTION_RESOLUTION,2025-12-30T19:16:00,2025-12-31T03:16:00,FALSE,0,FALSE,MET
SLA_SYN_0000066,EXC_SYN_0000066,PAYMENT_EXCEPTION_RESOLUTION,2025-12-28T12:20:00,2025-12-28T20:20:00,FALSE,0,FALSE,MET
SLA_SYN_0000067,EXC_SYN_0000067,PAYMENT_EXCEPTION_RESOLUTION,2025-12-25T11:06:00,2025-12-25T15:06:00,FALSE,0,FALSE,MET
SLA_SYN_0000068,EXC_SYN_0000068,PAYMENT_EXCEPTION_RESOLUTION,2026-02-19T11:49:00,2026-02-19T19:49:00,TRUE,34811,FALSE,BREACHED
SLA_SYN_0000069,EXC_SYN_0000069,PAYMENT_EXCEPTION_RESOLUTION,2026-03-06T14:23:00,2026-03-06T22:23:00,FALSE,0,FALSE,MET
SLA_SYN_0000070,EXC_SYN_0000070,PAYMENT_EXCEPTION_RESOLUTION,2026-01-14T16:30:00,2026-01-14T20:30:00,TRUE,100,TRUE,BREACHED
SLA_SYN_0000071,EXC_SYN_0000071,PAYMENT_EXCEPTION_RESOLUTION,2026-01-02T17:33:00,2026-01-02T21:33:00,FALSE,0,FALSE,MET
SLA_SYN_0000072,EXC_SYN_0000072,PAYMENT_EXCEPTION_RESOLUTION,2026-02-14T18:43:00,2026-02-15T02:43:00,TRUE,41597,FALSE,BREACHED
SLA_SYN_0000073,EXC_SYN_0000073,PAYMENT_EXCEPTION_RESOLUTION,2025-11-29T15:25:00,2025-11-29T19:25:00,FALSE,0,FALSE,MET
SLA_SYN_0000074,EXC_SYN_0000074,PAYMENT_EXCEPTION_RESOLUTION,2026-01-18T20:23:00,2026-01-19T04:23:00,FALSE,0,FALSE,MET
SLA_SYN_0000075,EXC_SYN_0000075,PAYMENT_EXCEPTION_RESOLUTION,2026-02-15T19:02:00,2026-02-16T03:02:00,FALSE,0,FALSE,MET
SLA_SYN_0000076,EXC_SYN_0000076,PAYMENT_EXCEPTION_RESOLUTION,2025-12-07T14:30:00,2025-12-07T22:30:00,TRUE,141210,FALSE,BREACHED
SLA_SYN_0000077,EXC_SYN_0000077,PAYMENT_EXCEPTION_RESOLUTION,2025-11-21T13:26:00,2025-11-21T21:26:00,TRUE,107,FALSE,BREACHED
SLA_SYN_0000078,EXC_SYN_0000078,PAYMENT_EXCEPTION_RESOLUTION,2026-03-13T20:01:00,2026-03-14T00:01:00,FALSE,0,FALSE,MET
SLA_SYN_0000079,EXC_SYN_0000079,PAYMENT_EXCEPTION_RESOLUTION,2026-01-14T16:16:00,2026-01-15T00:16:00,FALSE,0,FALSE,MET
SLA_SYN_0000080,EXC_SYN_0000080,PAYMENT_EXCEPTION_RESOLUTION,2025-12-11T15:12:00,2025-12-11T23:12:00,TRUE,135408,FALSE,BREACHED
SLA_SYN_0000081,EXC_SYN_0000081,PAYMENT_EXCEPTION_RESOLUTION,2026-01-15T21:54:00,2026-01-16T01:54:00,FALSE,0,FALSE,MET
SLA_SYN_0000082,EXC_SYN_0000082,PAYMENT_EXCEPTION_RESOLUTION,2025-12-14T22:27:00,2025-12-15T02:27:00,FALSE,0,FALSE,MET
SLA_SYN_0000083,EXC_SYN_0000083,PAYMENT_EXCEPTION_RESOLUTION,2026-01-28T19:49:00,2026-01-29T03:49:00,FALSE,0,FALSE,MET
SLA_SYN_0000084,EXC_SYN_0000084,PAYMENT_EXCEPTION_RESOLUTION,2026-01-23T09:07:00,2026-01-23T13:07:00,TRUE,74093,TRUE,BREACHED
SLA_SYN_0000085,EXC_SYN_0000085,PAYMENT_EXCEPTION_RESOLUTION,2025-12-16T12:11:00,2025-12-16T20:11:00,FALSE,0,FALSE,MET
SLA_SYN_0000086,EXC_SYN_0000086,PAYMENT_EXCEPTION_RESOLUTION,2026-03-10T17:56:00,2026-03-11T01:56:00,FALSE,0,FALSE,MET
SLA_SYN_0000087,EXC_SYN_0000087,PAYMENT_EXCEPTION_RESOLUTION,2026-03-12T14:21:00,2026-03-12T18:21:00,FALSE,0,FALSE,MET
SLA_SYN_0000088,EXC_SYN_0000088,PAYMENT_EXCEPTION_RESOLUTION,2025-12-16T18:22:00,2025-12-17T02:22:00,TRUE,128018,FALSE,BREACHED
SLA_SYN_0000089,EXC_SYN_0000089,PAYMENT_EXCEPTION_RESOLUTION,2026-02-10T12:43:00,2026-02-10T16:43:00,FALSE,0,FALSE,MET
SLA_SYN_0000090,EXC_SYN_0000090,PAYMENT_EXCEPTION_RESOLUTION,2025-12-27T12:39:00,2025-12-27T20:39:00,FALSE,0,FALSE,MET
SLA_SYN_0000091,EXC_SYN_0000091,PAYMENT_EXCEPTION_RESOLUTION,2025-11-25T09:58:00,2025-11-25T17:58:00,TRUE,121,FALSE,BREACHED
SLA_SYN_0000092,EXC_SYN_0000092,PAYMENT_EXCEPTION_RESOLUTION,2025-12-09T19:24:00,2025-12-09T23:24:00,TRUE,138276,TRUE,BREACHED
SLA_SYN_0000093,EXC_SYN_0000093,PAYMENT_EXCEPTION_RESOLUTION,2026-01-29T18:03:00,2026-01-29T22:03:00,FALSE,0,FALSE,MET
SLA_SYN_0000094,EXC_SYN_0000094,PAYMENT_EXCEPTION_RESOLUTION,2026-01-15T14:08:00,2026-01-15T22:08:00,FALSE,0,FALSE,MET
SLA_SYN_0000095,EXC_SYN_0000095,PAYMENT_EXCEPTION_RESOLUTION,2025-12-20T16:25:00,2025-12-20T20:25:00,FALSE,0,FALSE,MET
SLA_SYN_0000096,EXC_SYN_0000096,PAYMENT_EXCEPTION_RESOLUTION,2026-01-29T20:06:00,2026-01-30T04:06:00,TRUE,64554,FALSE,BREACHED
SLA_SYN_0000097,EXC_SYN_0000097,PAYMENT_EXCEPTION_RESOLUTION,2026-01-09T19:52:00,2026-01-10T03:52:00,FALSE,0,FALSE,MET
SLA_SYN_0000098,EXC_SYN_0000098,PAYMENT_EXCEPTION_RESOLUTION,2025-12-27T20:05:00,2025-12-28T04:05:00,TRUE,128,FALSE,BREACHED
SLA_SYN_0000099,EXC_SYN_0000099,PAYMENT_EXCEPTION_RESOLUTION,2026-03-09T12:32:00,2026-03-09T16:32:00,FALSE,0,FALSE,MET
SLA_SYN_0000100,EXC_SYN_0000100,PAYMENT_EXCEPTION_RESOLUTION,2026-02-01T18:17:00,2026-02-01T22:17:00,TRUE,60583,TRUE,BREACHED
SLA_SYN_0000101,EXC_SYN_0000101,PAYMENT_EXCEPTION_RESOLUTION,2026-02-08T14:12:00,2026-02-08T22:12:00,FALSE,0,FALSE,MET
SLA_SYN_0000102,EXC_SYN_0000102,PAYMENT_EXCEPTION_RESOLUTION,2026-03-03T17:09:00,2026-03-04T01:09:00,FALSE,0,FALSE,MET
SLA_SYN_0000103,EXC_SYN_0000103,PAYMENT_EXCEPTION_RESOLUTION,2025-11-19T21:57:00,2025-11-20T01:57:00,FALSE,0,FALSE,MET
SLA_SYN_0000104,EXC_SYN_0000104,PAYMENT_EXCEPTION_RESOLUTION,2026-01-27T18:49:00,2026-01-27T22:49:00,TRUE,67751,TRUE,BREACHED
SLA_SYN_0000105,EXC_SYN_0000105,PAYMENT_EXCEPTION_RESOLUTION,2026-02-26T20:09:00,2026-02-27T04:09:00,TRUE,135,FALSE,BREACHED
SLA_SYN_0000106,EXC_SYN_0000106,PAYMENT_EXCEPTION_RESOLUTION,2026-02-09T15:00:00,2026-02-09T19:00:00,FALSE,0,FALSE,MET
SLA_SYN_0000107,EXC_SYN_0000107,PAYMENT_EXCEPTION_RESOLUTION,2026-01-16T18:04:00,2026-01-17T02:04:00,FALSE,0,FALSE,MET
SLA_SYN_0000108,EXC_SYN_0000108,PAYMENT_EXCEPTION_RESOLUTION,2026-02-28T15:53:00,2026-02-28T23:53:00,TRUE,21607,FALSE,BREACHED
SLA_SYN_0000109,EXC_SYN_0000109,PAYMENT_EXCEPTION_RESOLUTION,2026-02-14T23:05:00,2026-02-15T07:05:00,FALSE,0,FALSE,MET
SLA_SYN_0000110,EXC_SYN_0000110,PAYMENT_EXCEPTION_RESOLUTION,2025-11-28T21:24:00,2025-11-29T05:24:00,FALSE,0,FALSE,MET
SLA_SYN_0000111,EXC_SYN_0000111,PAYMENT_EXCEPTION_RESOLUTION,2026-03-05T10:22:00,2026-03-05T14:22:00,FALSE,0,FALSE,MET
SLA_SYN_0000112,EXC_SYN_0000112,PAYMENT_EXCEPTION_RESOLUTION,2026-03-02T17:07:00,2026-03-03T01:07:00,TRUE,18653,FALSE,BREACHED
SLA_SYN_0000113,EXC_SYN_0000113,PAYMENT_EXCEPTION_RESOLUTION,2025-12-16T10:41:00,2025-12-16T18:41:00,FALSE,0,FALSE,MET
SLA_SYN_0000114,EXC_SYN_0000114,PAYMENT_EXCEPTION_RESOLUTION,2026-03-11T12:18:00,2026-03-11T16:18:00,FALSE,0,FALSE,MET
SLA_SYN_0000115,EXC_SYN_0000115,PAYMENT_EXCEPTION_RESOLUTION,2025-12-19T09:30:00,2025-12-19T13:30:00,FALSE,0,FALSE,MET
SLA_SYN_0000116,EXC_SYN_0000116,PAYMENT_EXCEPTION_RESOLUTION,2026-01-08T18:26:00,2026-01-09T02:26:00,TRUE,94894,FALSE,BREACHED
SLA_SYN_0000117,EXC_SYN_0000117,PAYMENT_EXCEPTION_RESOLUTION,2025-11-30T11:03:00,2025-11-30T15:03:00,FALSE,0,FALSE,MET
SLA_SYN_0000118,EXC_SYN_0000118,PAYMENT_EXCEPTION_RESOLUTION,2025-12-13T12:13:00,2025-12-13T20:13:00,FALSE,0,FALSE,MET
SLA_SYN_0000119,EXC_SYN_0000119,PAYMENT_EXCEPTION_RESOLUTION,2026-02-02T17:31:00,2026-02-03T01:31:00,TRUE,149,FALSE,BREACHED
SLA_SYN_0000120,EXC_SYN_0000120,PAYMENT_EXCEPTION_RESOLUTION,2026-01-12T16:00:00,2026-01-13T00:00:00,TRUE,89280,FALSE,BREACHED
SLA_SYN_0000121,EXC_SYN_0000121,PAYMENT_EXCEPTION_RESOLUTION,2026-01-24T19:51:00,2026-01-25T03:51:00,FALSE,0,FALSE,MET
SLA_SYN_0000122,EXC_SYN_0000122,PAYMENT_EXCEPTION_RESOLUTION,2026-01-18T14:32:00,2026-01-18T18:32:00,FALSE,0,FALSE,MET
SLA_SYN_0000123,EXC_SYN_0000123,PAYMENT_EXCEPTION_RESOLUTION,2026-02-05T18:13:00,2026-02-06T02:13:00,FALSE,0,FALSE,MET
SLA_SYN_0000124,EXC_SYN_0000124,PAYMENT_EXCEPTION_RESOLUTION,2025-12-25T20:30:00,2025-12-26T04:30:00,TRUE,114930,FALSE,BREACHED
SLA_SYN_0000125,EXC_SYN_0000125,PAYMENT_EXCEPTION_RESOLUTION,2026-02-10T16:08:00,2026-02-10T20:08:00,FALSE,0,FALSE,MET
SLA_SYN_0000126,EXC_SYN_0000126,PAYMENT_EXCEPTION_RESOLUTION,2026-03-13T12:03:00,2026-03-13T16:03:00,TRUE,156,TRUE,BREACHED
SLA_SYN_0000127,EXC_SYN_0000127,PAYMENT_EXCEPTION_RESOLUTION,2026-03-09T13:33:00,2026-03-09T21:33:00,FALSE,0,FALSE,MET
SLA_SYN_0000128,EXC_SYN_0000128,PAYMENT_EXCEPTION_RESOLUTION,2025-12-29T17:34:00,2025-12-29T21:34:00,TRUE,109586,TRUE,BREACHED
SLA_SYN_0000129,EXC_SYN_0000129,PAYMENT_EXCEPTION_RESOLUTION,2026-03-03T17:17:00,2026-03-04T01:17:00,FALSE,0,FALSE,MET
SLA_SYN_0000130,EXC_SYN_0000130,PAYMENT_EXCEPTION_RESOLUTION,2026-01-14T18:47:00,2026-01-15T02:47:00,FALSE,0,FALSE,MET
SLA_SYN_0000131,EXC_SYN_0000131,PAYMENT_EXCEPTION_RESOLUTION,2026-01-18T15:22:00,2026-01-18T23:22:00,FALSE,0,FALSE,MET
SLA_SYN_0000132,EXC_SYN_0000132,PAYMENT_EXCEPTION_RESOLUTION,2026-03-08T20:10:00,2026-03-09T04:10:00,TRUE,9830,FALSE,BREACHED
SLA_SYN_0000133,EXC_SYN_0000133,PAYMENT_EXCEPTION_RESOLUTION,2026-01-18T13:24:00,2026-01-18T17:24:00,TRUE,163,TRUE,BREACHED
SLA_SYN_0000134,EXC_SYN_0000134,PAYMENT_EXCEPTION_RESOLUTION,2025-12-24T19:49:00,2025-12-25T03:49:00,FALSE,0,FALSE,MET
SLA_SYN_0000135,EXC_SYN_0000135,PAYMENT_EXCEPTION_RESOLUTION,2026-03-05T18:08:00,2026-03-06T02:08:00,FALSE,0,FALSE,MET
SLA_SYN_0000136,EXC_SYN_0000136,PAYMENT_EXCEPTION_RESOLUTION,2025-12-28T15:10:00,2025-12-28T19:10:00,TRUE,111170,TRUE,BREACHED
SLA_SYN_0000137,EXC_SYN_0000137,PAYMENT_EXCEPTION_RESOLUTION,2025-11-21T19:11:00,2025-11-21T23:11:00,FALSE,0,FALSE,MET
SLA_SYN_0000138,EXC_SYN_0000138,PAYMENT_EXCEPTION_RESOLUTION,2026-03-05T20:21:00,2026-03-06T04:21:00,FALSE,0,FALSE,MET
SLA_SYN_0000139,EXC_SYN_0000139,PAYMENT_EXCEPTION_RESOLUTION,2026-01-10T10:56:00,2026-01-10T14:56:00,FALSE,0,FALSE,MET
SLA_SYN_0000140,EXC_SYN_0000140,PAYMENT_EXCEPTION_RESOLUTION,2026-01-24T10:59:00,2026-01-24T18:59:00,TRUE,72301,FALSE,BREACHED
SLA_SYN_0000141,EXC_SYN_0000141,PAYMENT_EXCEPTION_RESOLUTION,2026-02-04T10:35:00,2026-02-04T18:35:00,FALSE,0,FALSE,MET
SLA_SYN_0000142,EXC_SYN_0000142,PAYMENT_EXCEPTION_RESOLUTION,2026-03-02T10:58:00,2026-03-02T18:58:00,FALSE,0,FALSE,MET
SLA_SYN_0000143,EXC_SYN_0000143,PAYMENT_EXCEPTION_RESOLUTION,2026-01-02T18:17:00,2026-01-03T02:17:00,FALSE,0,FALSE,MET
SLA_SYN_0000144,EXC_SYN_0000144,PAYMENT_EXCEPTION_RESOLUTION,2025-12-26T19:20:00,2025-12-26T23:20:00,TRUE,113800,TRUE,BREACHED
SLA_SYN_0000145,EXC_SYN_0000145,PAYMENT_EXCEPTION_RESOLUTION,2026-01-14T13:48:00,2026-01-14T21:48:00,FALSE,0,FALSE,MET
SLA_SYN_0000146,EXC_SYN_0000146,PAYMENT_EXCEPTION_RESOLUTION,2025-12-15T11:20:00,2025-12-15T19:20:00,FALSE,0,FALSE,MET
SLA_SYN_0000147,EXC_SYN_0000147,PAYMENT_EXCEPTION_RESOLUTION,2025-12-03T13:00:00,2025-12-03T17:00:00,TRUE,177,TRUE,BREACHED
SLA_SYN_0000148,EXC_SYN_0000148,PAYMENT_EXCEPTION_RESOLUTION,2025-11-28T12:43:00,2025-11-28T16:43:00,TRUE,154517,TRUE,BREACHED
SLA_SYN_0000149,EXC_SYN_0000149,PAYMENT_EXCEPTION_RESOLUTION,2026-01-12T18:21:00,2026-01-13T02:21:00,FALSE,0,FALSE,MET
SLA_SYN_0000150,EXC_SYN_0000150,PAYMENT_EXCEPTION_RESOLUTION,2026-02-06T19:58:00,2026-02-06T23:58:00,FALSE,0,FALSE,MET
SLA_SYN_0000151,EXC_SYN_0000151,PAYMENT_EXCEPTION_RESOLUTION,2026-01-07T13:42:00,2026-01-07T21:42:00,FALSE,0,FALSE,MET
SLA_SYN_0000152,EXC_SYN_0000152,PAYMENT_EXCEPTION_RESOLUTION,2026-02-26T20:44:00,2026-02-27T04:44:00,TRUE,24196,FALSE,BREACHED
SLA_SYN_0000153,EXC_SYN_0000153,PAYMENT_EXCEPTION_RESOLUTION,2026-03-07T16:29:00,2026-03-08T00:29:00,FALSE,0,FALSE,MET
SLA_SYN_0000154,EXC_SYN_0000154,PAYMENT_EXCEPTION_RESOLUTION,2025-12-21T15:08:00,2025-12-21T23:08:00,TRUE,184,FALSE,BREACHED
SLA_SYN_0000155,EXC_SYN_0000155,PAYMENT_EXCEPTION_RESOLUTION,2025-12-16T19:49:00,2025-12-16T23:49:00,FALSE,0,FALSE,MET
